id	DESPC	DESSC	DESWC	DESPL	DESPLd	DESPLw	DESSL	DESSLd	DESWLsy	DESWLsyd	DESWLlt	DESWLltd	WORD_SET_INCIDENCE_WRDPRP1s	WORD_SET_INCIDENCE_WRDPRP1p	WORD_SET_INCIDENCE_WRDPRP2	WORD_SET_INCIDENCE_WRDPRP3s	WORD_SET_INCIDENCE_WRDPRP3p	WORD_SET_INCIDENCE_CNCCaus	WORD_SET_INCIDENCE_CNCLogic	WORD_SET_INCIDENCE_CNCTemp	WORD_SET_INCIDENCE_CNCAdd	WORD_SET_INCIDENCE_CNCPos	WORD_SET_INCIDENCE_CNCNeg	WORD_SET_INCIDENCE_C4_COMMON_WORDS	WORD_PROPERTY_WRDNOUN	WORD_PROPERTY_WRDVERB	WORD_PROPERTY_WRDADJ	WORD_PROPERTY_WRDADV	WORD_PROPERTY_WRDFRQc	WORD_PROPERTY_WRDFRQa	WORD_PROPERTY_WRDFRQmc	WORD_PROPERTY_WRDAOAc	WORD_PROPERTY_WRDFAMc	WORD_PROPERTY_WRDCNCc	WORD_PROPERTY_WRDIMGc	WORD_PROPERTY_WRDMEAc	WORD_PROPERTY_WRDPOLc	WORD_PROPERTY_WRDHYPn	WORD_PROPERTY_WRDHYPv	WORD_PROPERTY_WRDHYPnv	WORD_PROPERTY_AOA	WORD_PROPERTY_AOA_MAX	WORD_PROPERTY_CONCRETENESS	WORD_PROPERTY_PREVALENCE	WORD_PROPERTY_PREVALENCE_MIN	text_key
262	1.0	2.0	22.0	2.0		22.0	11.0	2.8284271247461903	1.0909090909090908	0.4264014327112209	5.954545454545454	4.23676957719162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8181818181818182	0.0	0.045454545454545456	0.0	-15.433083754323077	-15.53550177813125	-15.53550177813125						0.0									sentence_rus_Cyrl
263	1.0	2.0	10.0	2.0		10.0	5.0	1.4142135623730951	1.4	0.8432740427115678	4.1	2.2335820757001272	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.3	-7.91926469802	-7.24734678268	-7.24734678268		575.0	257.6666666666667	334.0	424.3333333333333	4.8						2.16	2.2952	2.2952	sentence_eng_Latn
263	1.0	2.0	9.0	2.0		9.0	4.5	2.1213203435596424	1.0	0.0	5.555555555555555	2.6034165586355513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.1111111111111111	0.2222222222222222	-15.370239893616667	-15.370239893616667	-15.370239893616667						0.0									sentence_rus_Cyrl
264	1.0	3.0	30.0	3.0		30.0	10.0	3.605551275463989	1.2666666666666666	0.5832922809856746	3.933333333333333	2.0499509385774854	0.03333333333333333	0.0	0.03333333333333333	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.1	0.16666666666666666	0.1	0.03333333333333333	-9.88524615765	-7.392427873613333	-7.392427873613333	282.0	583.4285714285714	436.85714285714283	503.0	506.0	7.583333333333333	7.0	1.25	3.7142857142857144			2.7351724137931037	2.2537333333333334	2.2537333333333334	sentence_eng_Latn
264	1.0	3.0	26.0	3.0		26.0	8.666666666666666	2.0816659994661326	1.0	0.0	5.076923076923077	3.30965952234458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7307692307692307	0.0	0.07692307692307693	0.07692307692307693	-15.234145028257142	-15.367770868200001	-15.367770868200001						0.0									sentence_rus_Cyrl
265	1.0	3.0	15.0	3.0		15.0	5.0	2.0	1.1333333333333333	0.3518657752744984	3.2	1.6987390281365427	0.0	0.0	0.0	0.13333333333333333	0.0	0.06666666666666667	0.0	0.0	0.0	0.06666666666666667	0.0	0.2	0.06666666666666667	0.06666666666666667	0.2	0.06666666666666667	-7.7731347084	-6.471196937566667	-6.471196937566667		593.6	313.25	374.0	430.25	13.0	5.0	0.0	2.5	2.89	2.89	2.284666666666667	2.2434666666666665	2.2434666666666665	sentence_eng_Latn
265	1.0	3.0	10.0	3.0		10.0	3.3333333333333335	1.5275252316519468	1.0	0.0	5.3	2.5407785333546005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.1	-16.4988380670625	-16.27884091272222	-16.27884091272222						0.0									sentence_rus_Cyrl
266	1.0	2.0	9.0	2.0		9.0	4.5	2.1213203435596424	1.1111111111111112	0.33333333333333337	3.7777777777777777	1.7873008824606014	0.1111111111111111	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.0	-7.812323689475	-6.670657608244444	-6.670657608244444		579.3333333333334	371.6666666666667	405.6666666666667	450.3333333333333	5.75	5.0	0.5	2.0			2.7911111111111113	2.3561111111111113	2.3561111111111113	sentence_eng_Latn
266	1.0	2.0	7.0	2.0		7.0	3.5	2.1213203435596424	1.0	0.0	6.285714285714286	2.2886885410853175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-16.911751508725	-16.911751508725	-16.911751508725						0.0									sentence_rus_Cyrl
267	1.0	2.0	29.0	2.0		29.0	14.5	6.363961030678928	1.2758620689655173	0.5275652785700641	3.689655172413793	2.205568411930229	0.10344827586206896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034482758620689655	0.034482758620689655	0.0	0.10344827586206896	0.10344827586206896	0.20689655172413793	0.06896551724137931	0.10344827586206896	-8.546919413978571	-6.720680738324138	-6.720680738324138	279.0	587.7272727272727	331.8	360.3636363636364	405.0	14.928571428571429	5.333333333333333	2.1666666666666665	3.2222222222222223	2.89	2.89	2.5920689655172415	2.2457241379310346	2.2457241379310346	sentence_eng_Latn
267	1.0	2.0	21.0	2.0		21.0	10.5	3.5355339059327378	1.0	0.0	5.380952380952381	3.0245031075565203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7619047619047619	0.0	0.047619047619047616	0.0	-16.4050468036	-16.09049858765294	-16.09049858765294						0.0									sentence_rus_Cyrl
268	1.0	2.0	6.0	2.0		6.0	3.0	1.4142135623730951	1.3333333333333333	0.816496580927726	3.1666666666666665	1.7224014243685084	0.16666666666666666	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.3333333333333333	0.0	0.16666666666666666	-8.553442239775	-7.06318755945	-7.06318755945		593.6666666666666	281.0	281.6666666666667	420.5	7.75		0.5	0.5			2.766	2.3076	2.3076	sentence_eng_Latn
268	1.0	2.0	6.0	2.0		6.0	3.0	0.0	1.0	0.0	4.5	2.4289915602982237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.16666666666666666	0.0	-15.832476774866667	-15.832476774866667	-15.832476774866667						0.0									sentence_rus_Cyrl
269	1.0	2.0	25.0	2.0		25.0	12.5	16.263455967290593	1.24	0.6633249580710799	4.84	2.0952326839756963	0.04	0.0	0.0	0.0	0.0	0.04	0.04	0.04	0.04	0.16	0.0	0.12	0.36	0.16	0.08	0.08	-9.9001809008	-8.485141038896	-8.485141038896	269.5	589.7	348.9	407.6	427.3333333333333	5.764705882352941	5.666666666666667	1.5	4.0			2.8190909090909093	2.333136363636364	2.333136363636364	sentence_eng_Latn
269	1.0	3.0	25.0	3.0		25.0	8.333333333333334	6.350852961085883	1.0	0.0	5.6	3.8297084310253524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.04	0.12	0.0	-15.572845379516666	-15.083914947513334	-15.083914947513334						0.0									sentence_rus_Cyrl
270	1.0	3.0	20.0	3.0		20.0	6.666666666666667	2.0816659994661326	1.3	0.47016234598162726	4.0	2.361979544454408	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.0	0.1	0.2	0.3	0.0	0.05	-8.6070431796	-6.79307030439	-6.79307030439		598.8333333333334	360.5	403.6666666666667	470.6666666666667	8.636363636363637	4.666666666666667	0.8333333333333334	2.111111111111111	2.89	2.89	3.051578947368421	2.2504736842105264	2.2504736842105264	sentence_eng_Latn
270	1.0	3.0	15.0	3.0		15.0	5.0	3.0	1.0	0.0	5.8	3.6292462814513664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9333333333333333	0.0	0.0	0.0	-15.976808808072727	-15.809719244641666	-15.809719244641666						0.0									sentence_rus_Cyrl
271	1.0	2.0	31.0	2.0		31.0	15.5	2.1213203435596424	1.1290322580645162	0.42754613660367835	3.6774193548387095	1.3996927466219993	0.03225806451612903	0.0	0.0967741935483871	0.03225806451612903	0.03225806451612903	0.0967741935483871	0.03225806451612903	0.06451612903225806	0.06451612903225806	0.16129032258064516	0.06451612903225806	0.16129032258064516	0.0967741935483871	0.12903225806451613	0.0967741935483871	0.06451612903225806	-8.709887862208333	-6.581433996083871	-6.581433996083871		564.5	340.8	397.6	429.5	11.666666666666666	9.0	0.25	3.1666666666666665			2.7756666666666665	2.2396774193548388	2.2396774193548388	sentence_eng_Latn
271	1.0	2.0	26.0	2.0		26.0	13.0	2.8284271247461903	1.0	0.0	4.961538461538462	3.0916761697276023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7307692307692307	0.038461538461538464	0.11538461538461539	0.0	-15.934820124973685	-15.706245292313637	-15.706245292313637						0.0									sentence_rus_Cyrl
272	1.0	3.0	32.0	3.0		32.0	10.666666666666666	2.516611478423583	1.125	0.3360107525161235	3.46875	1.8136467451323128	0.21875	0.0	0.0	0.03125	0.0	0.03125	0.03125	0.0	0.03125	0.09375	0.0	0.09375	0.1875	0.15625	0.03125	0.125	-8.9492748975875	-7.123159043496875	-7.123159043496875	386.0	578.8333333333334	375.8333333333333	399.0833333333333	406.8181818181818	6.4375	5.25	0.2	2.4444444444444446			2.921333333333333	2.2282	2.2282	sentence_eng_Latn
272	1.0	3.0	26.0	3.0		26.0	8.666666666666666	2.309401076758503	1.0	0.0	5.346153846153846	3.3578839490644423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8076923076923077	0.038461538461538464	0.038461538461538464	0.0	-16.253820510142855	-16.046276258391305	-16.046276258391305						0.0									sentence_rus_Cyrl
273	1.0	2.0	44.0	2.0		44.0	22.0	5.656854249492381	1.2045454545454546	0.4615215208036402	3.7954545454545454	1.7989602352799223	0.045454545454545456	0.0	0.09090909090909091	0.022727272727272728	0.022727272727272728	0.0	0.045454545454545456	0.0	0.022727272727272728	0.06818181818181818	0.0	0.13636363636363635	0.11363636363636363	0.20454545454545456	0.022727272727272728	0.06818181818181818	-8.705857223933334	-6.580757574602273	-6.580757574602273	255.5	576.25	357.5833333333333	393.9166666666667	435.09090909090907	11.777777777777779	6.75	0.4444444444444444	2.3846153846153846	2.89	2.89	2.783953488372093	2.3016046511627906	2.3016046511627906	sentence_eng_Latn
273	1.0	3.0	36.0	3.0		36.0	12.0	9.16515138991168	1.0	0.0	5.444444444444445	3.93115355258075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8055555555555556	0.0	0.05555555555555555	0.0	-15.578141212475	-15.444740159182142	-15.444740159182142						0.0									sentence_rus_Cyrl
274	1.0	3.0	48.0	3.0		48.0	16.0	2.0	1.0625	0.24462302739504083	3.625	1.8407329714927219	0.10416666666666667	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	0.020833333333333332	0.0625	0.08333333333333333	0.0	0.125	0.125	0.20833333333333334	0.041666666666666664	0.041666666666666664	-8.633244872095	-6.775903205075	-6.775903205075	274.6666666666667	577.3125	426.57142857142856	442.5625	452.2142857142857	10.4	6.833333333333333	0.6	2.9375			2.725416666666667	2.2841458333333335	2.2841458333333335	sentence_eng_Latn
274	1.0	4.0	37.0	4.0		37.0	9.25	6.020797289396148	1.0	0.0	5.5675675675675675	3.640364302134094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6216216216216216	0.05405405405405406	0.13513513513513514	0.02702702702702703	-16.238439559938463	-15.867214264412903	-15.867214264412903						0.0									sentence_rus_Cyrl
275	1.0	2.0	22.0	2.0		22.0	11.0	7.0710678118654755	1.1818181818181819	0.5010810823432182	4.181818181818182	1.8162327215148666	0.045454545454545456	0.0	0.13636363636363635	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.18181818181818182	0.09090909090909091	0.09090909090909091	-7.65877051354	-6.554337263109091	-6.554337263109091		582.375	313.57142857142856	314.125	401.14285714285717	8.1	7.5	0.75	3.0			2.5527272727272727	2.3301818181818184	2.3301818181818184	sentence_eng_Latn
275	1.0	2.0	17.0	2.0		17.0	8.5	3.5355339059327378	1.0	0.0	4.529411764705882	2.6009048199334286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8823529411764706	0.0	0.11764705882352941	0.0	-15.802657944835715	-15.802657944835715	-15.802657944835715						0.0									sentence_rus_Cyrl
276	1.0	3.0	31.0	3.0		31.0	10.333333333333334	9.237604307034012	1.1935483870967742	0.4016096644512494	3.3548387096774195	1.8537958732786484	0.16129032258064516	0.0	0.0	0.06451612903225806	0.0	0.0	0.0	0.06451612903225806	0.03225806451612903	0.16129032258064516	0.0	0.16129032258064516	0.0967741935483871	0.16129032258064516	0.03225806451612903	0.0967741935483871	-8.852512756991667	-6.525266008996774	-6.525266008996774		587.8888888888889	377.0	389.3333333333333	446.25	10.666666666666666	6.333333333333333	1.2	3.125			2.837741935483871	2.1959677419354837	2.1959677419354837	sentence_eng_Latn
276	1.0	3.0	24.0	3.0		24.0	8.0	6.928203230275509	1.0	0.0	3.7083333333333335	2.2356628560221465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	-15.768674469	-15.356438686978947	-15.356438686978947						0.0									sentence_rus_Cyrl
277	1.0	1.0	20.0	1.0		20.0	20.0		1.15	0.36634754853252327	3.5	2.013114894621608	0.0	0.0	0.05	0.0	0.0	0.0	0.05	0.05	0.05	0.1	0.05	0.15	0.05	0.15	0.1	0.05	-7.789213453028571	-5.838201773175	-5.838201773175		597.2	314.2	336.2	446.0	13.285714285714286	6.0	0.3333333333333333	1.75	2.89	2.89	2.1355	2.2016	2.2016	sentence_eng_Latn
277	1.0	1.0	14.0	1.0		14.0	14.0		1.0	0.0	4.857142857142857	2.14322341192107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.07142857142857142	0.0	-15.596510713745454	-15.470125039416667	-15.470125039416667						0.0									sentence_rus_Cyrl
278	1.0	4.0	37.0	4.0		37.0	9.25	7.274384280931732	1.2432432432432432	0.547996624351191	3.972972972972973	1.936297820390564	0.05405405405405406	0.0	0.0	0.0	0.0	0.05405405405405406	0.0	0.02702702702702703	0.02702702702702703	0.10810810810810811	0.0	0.1891891891891892	0.1891891891891892	0.16216216216216217	0.08108108108108109	0.08108108108108109	-8.955121517194737	-7.183571010027027	-7.183571010027027	270.6	599.0769230769231	378.75	401.7692307692308	439.75	12.68421052631579	8.166666666666666	0.6666666666666666	4.416666666666667			2.6281081081081084	2.2506486486486486	2.2506486486486486	sentence_eng_Latn
278	1.0	4.0	25.0	4.0		25.0	6.25	4.573474244670748	1.0	0.0	6.0	3.1622776601683795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.04	0.04	0.0	-16.68434143067059	-16.4276001077	-16.4276001077						0.0									sentence_rus_Cyrl
279	1.0	2.0	17.0	2.0		16.0	8.5	0.7071067811865476	1.1764705882352942	0.3929526239966879	3.1176470588235294	1.6538724611187705	0.0	0.0	0.0	0.0	0.0	0.0	0.11764705882352941	0.0	0.11764705882352941	0.0	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.0	-9.08974952698	-6.545141809129412	-6.545141809129412	383.0	545.0	407.6666666666667	411.3333333333333	423.0	6.8	7.0	0.0	4.666666666666667	2.89	2.89	2.5475	2.297375	2.297375	sentence_eng_Latn
279	1.0	2.0	11.0	2.0		10.0	5.5	0.7071067811865476	1.0	0.0	3.727272727272727	2.0045403009622476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7272727272727273	0.0	0.0	0.0	-15.92591517312857	-15.01266102792	-15.01266102792						0.0									sentence_rus_Cyrl
280	1.0	2.0	26.0	2.0		26.0	13.0	1.4142135623730951	1.1923076923076923	0.4914656259988704	3.3076923076923075	1.4633996246885064	0.11538461538461539	0.0	0.0	0.07692307692307693	0.0	0.038461538461538464	0.0	0.07692307692307693	0.0	0.15384615384615385	0.0	0.11538461538461539	0.038461538461538464	0.2692307692307692	0.07692307692307693	0.038461538461538464	-8.574643135081818	-7.013842050846153	-7.013842050846153		589.3333333333334	318.125	313.44444444444446	419.0	12.818181818181818	7.0	0.2857142857142857	1.125			2.5904	2.2456	2.2456	sentence_eng_Latn
280	1.0	2.0	21.0	2.0		21.0	10.5	0.7071067811865476	1.0	0.0	4.571428571428571	2.2928460168844436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285714285714	0.047619047619047616	0.19047619047619047	0.047619047619047616	-15.23997688295	-15.2364583015625	-15.2364583015625						0.0									sentence_rus_Cyrl
281	1.0	2.0	21.0	2.0		21.0	10.5	4.949747468305833	1.1904761904761905	0.511766315719159	3.761904761904762	2.188715648611347	0.047619047619047616	0.0	0.09523809523809523	0.0	0.047619047619047616	0.0	0.0	0.047619047619047616	0.0	0.09523809523809523	0.0	0.09523809523809523	0.047619047619047616	0.2857142857142857	0.0	0.0	-8.867603302014286	-6.416246436895238	-6.416246436895238	296.5	578.8333333333334	333.6666666666667	364.3333333333333	421.25	6.714285714285714		1.8333333333333333	1.8333333333333333			2.5455	2.3334	2.3334	sentence_eng_Latn
281	1.0	2.0	17.0	2.0		17.0	8.5	3.5355339059327378	1.0	0.0	5.294117647058823	3.653161402852893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7647058823529411	0.0	0.17647058823529413	0.0	-15.641751549472728	-15.489326715483333	-15.489326715483333						0.0									sentence_rus_Cyrl
282	1.0	3.0	31.0	3.0		31.0	10.333333333333334	6.506407098647712	1.096774193548387	0.30053715351876426	3.5806451612903225	1.7082972721082457	0.12903225806451613	0.0	0.06451612903225806	0.03225806451612903	0.0	0.03225806451612903	0.03225806451612903	0.0	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.16129032258064516	0.12903225806451613	0.16129032258064516	0.06451612903225806	0.06451612903225806	-8.450212331915385	-6.4514858568806455	-6.4514858568806455	164.0	592.0	362.22222222222223	407.22222222222223	485.0	8.615384615384615	6.333333333333333	1.4	3.25			2.566	2.2542	2.2542	sentence_eng_Latn
282	1.0	3.0	26.0	3.0		26.0	8.666666666666666	6.658328118479393	1.0	0.0	4.153846153846154	2.493067310640572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6153846153846154	0.07692307692307693	0.07692307692307693	0.038461538461538464	-14.860501527781249	-14.682881641385	-14.682881641385						0.0									sentence_rus_Cyrl
283	1.0	1.0	16.0	1.0		16.0	16.0		1.5	0.9660917830792959	4.75	2.6708300832013507	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0625	0.0	0.0625	0.0	0.1875	0.125	0.125	0.0625	0.0625	-8.94520084065	-6.88334415853125	-6.88334415853125	464.0	589.75	325.25	338.25	409.0	9.333333333333334	5.0	1.5	2.6666666666666665			2.257142857142857	2.4403571428571427	2.4403571428571427	sentence_eng_Latn
283	1.0	1.0	9.0	1.0		9.0	9.0		1.0	0.0	4.555555555555555	2.351122663277647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-14.63390318555	-14.63390318555	-14.63390318555						0.0									sentence_rus_Cyrl
284	1.0	2.0	45.0	2.0		45.0	22.5	4.949747468305833	1.2666666666666666	0.5393598899705937	3.933333333333333	2.1362669223756576	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.022222222222222223	0.0	0.08888888888888889	0.08888888888888889	0.0	0.28888888888888886	0.17777777777777778	0.15555555555555556	0.13333333333333333	0.044444444444444446	-8.839786114904348	-6.690325212482223	-6.690325212482223	255.33333333333334	585.8947368421053	393.94117647058823	413.10526315789474	456.11764705882354	12.652173913043478	7.125	0.42857142857142855	4.0	2.89	2.89	2.5637777777777777	2.2906444444444443	2.2906444444444443	sentence_eng_Latn
284	1.0	2.0	33.0	2.0		33.0	16.5	2.1213203435596424	1.0	0.0	5.515151515151516	2.8627042735105834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8181818181818182	0.030303030303030304	0.09090909090909091	0.0	-16.309696621366665	-15.980778598785	-15.980778598785						0.0									sentence_rus_Cyrl
285	1.0	2.0	19.0	2.0		19.0	9.5	0.7071067811865476	1.368421052631579	0.7608859102526822	4.105263157894737	2.2826577307580465	0.05263157894736842	0.0	0.05263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15789473684210525	0.15789473684210525	0.10526315789473684	0.10526315789473684	0.05263157894736842	-7.8230191469125	-6.246841280084211	-6.246841280084211		585.6666666666666	331.2	332.5	436.8	8.25	5.0	0.0	2.5			2.4672222222222224	2.3002777777777776	2.3002777777777776	sentence_eng_Latn
285	1.0	2.0	14.0	2.0		14.0	7.0	1.4142135623730951	1.0	0.0	4.285714285714286	2.643673767508198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	-15.8534239769	-15.419678131741666	-15.419678131741666						0.0									sentence_rus_Cyrl
286	1.0	3.0	37.0	3.0		37.0	12.333333333333334	3.214550253664318	1.2432432432432432	0.43495883620084	3.918918918918919	2.0190533862621307	0.08108108108108109	0.0	0.0	0.08108108108108109	0.0	0.02702702702702703	0.02702702702702703	0.0	0.08108108108108109	0.08108108108108109	0.02702702702702703	0.16216216216216217	0.10810810810810811	0.1891891891891892	0.05405405405405406	0.08108108108108109	-8.9011323750125	-6.876815099975675	-6.876815099975675	255.5	578.2727272727273	393.54545454545456	434.3636363636364	439.27272727272725	13.8125	7.0	0.8571428571428571	2.7			2.585	2.2859166666666666	2.2859166666666666	sentence_eng_Latn
286	1.0	3.0	33.0	3.0		33.0	11.0	2.6457513110645907	1.0	0.0	5.03030303030303	3.015427503738571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7575757575757576	0.0	0.12121212121212122	0.0	-16.484874551945456	-15.80016682698077	-15.80016682698077						0.0									sentence_rus_Cyrl
287	1.0	3.0	41.0	3.0		41.0	13.666666666666666	4.725815626252608	1.1219512195121952	0.3312945782245396	3.5121951219512195	1.6899992783949969	0.04878048780487805	0.024390243902439025	0.14634146341463414	0.0	0.0	0.024390243902439025	0.024390243902439025	0.0	0.04878048780487805	0.07317073170731707	0.024390243902439025	0.1951219512195122	0.07317073170731707	0.12195121951219512	0.0975609756097561	0.07317073170731707	-8.252480379746666	-6.401771975731707	-6.401771975731707	294.0	586.6153846153846	339.0	388.0	430.25	12.4	6.5	0.4	2.142857142857143			2.56325	2.31115	2.31115	sentence_eng_Latn
287	1.0	5.0	36.0	5.0		36.0	7.2	5.674504383644443	1.0	0.0	3.7777777777777777	2.3435151998789108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7222222222222222	0.08333333333333333	0.0	0.0	-15.716222320278572	-15.508162307734287	-15.508162307734287						0.0									sentence_rus_Cyrl
288	1.0	5.0	39.0	5.0		39.0	7.8	3.0331501776206204	1.2564102564102564	0.63734435532172	3.717948717948718	2.0384297097303774	0.1282051282051282	0.0	0.05128205128205128	0.0	0.0	0.02564102564102564	0.0	0.0	0.05128205128205128	0.05128205128205128	0.0	0.15384615384615385	0.1794871794871795	0.2564102564102564	0.05128205128205128	0.02564102564102564	-8.2665147543	-6.466311937723077	-6.466311937723077	334.0	583.7333333333333	322.9230769230769	354.8666666666667	432.0833333333333	11.75	5.6	2.4	3.466666666666667	2.89	2.89	2.4692307692307693	2.251692307692308	2.251692307692308	sentence_eng_Latn
288	1.0	4.0	33.0	4.0		33.0	8.25	5.315072906367325	1.0	0.0	4.909090909090909	2.2688603466778807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8181818181818182	0.0	0.09090909090909091	0.0	-16.31947256968077	-16.121682030807143	-16.121682030807143						0.0									sentence_rus_Cyrl
289	1.0	2.0	16.0	2.0		16.0	8.0	1.4142135623730951	1.3125	0.6020797289396148	4.0625	1.7689450716929191	0.0	0.0	0.0625	0.0	0.0	0.0	0.0625	0.0	0.125	0.0	0.0625	0.1875	0.1875	0.125	0.125	0.0625	-8.19877159595	-6.75125864148125	-6.75125864148125	225.0	578.5714285714286	309.3333333333333	353.0	449.0	12.25	5.666666666666667	0.0	3.4	2.89	2.89	2.235625	2.292375	2.292375	sentence_eng_Latn
289	1.0	2.0	14.0	2.0		14.0	7.0	5.656854249492381	1.0	0.0	6.214285714285714	3.092884424923451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7857142857142857	0.07142857142857142	0.0	0.0	-15.691837310785715	-15.700883865355555	-15.700883865355555						0.0									sentence_rus_Cyrl
290	1.0	1.0	33.0	1.0		33.0	33.0		1.2424242424242424	0.5018903659106632	3.727272727272727	1.7725815790945856	0.06060606060606061	0.0	0.030303030303030304	0.0	0.0	0.0	0.06060606060606061	0.0	0.09090909090909091	0.0	0.09090909090909091	0.24242424242424243	0.12121212121212122	0.18181818181818182	0.06060606060606061	0.030303030303030304	-8.713966259607693	-6.463085499684849	-6.463085499684849	308.25	577.375	392.625	413.375	387.0	12.538461538461538	6.25	0.0	2.5	2.89	2.89	2.5415151515151515	2.3006060606060608	2.3006060606060608	sentence_eng_Latn
290	1.0	2.0	19.0	2.0		19.0	9.5	0.7071067811865476	1.0	0.0	4.421052631578948	2.795150353214657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6842105263157895	0.05263157894736842	0.0	0.05263157894736842	-16.212226574223077	-15.578569804911766	-15.578569804911766						0.0									sentence_rus_Cyrl
291	1.0	4.0	39.0	4.0		39.0	9.75	5.678908345800274	1.205128205128205	0.4090738692453054	3.7435897435897436	1.7876469202476717	0.10256410256410256	0.0	0.05128205128205128	0.0	0.0	0.0	0.0	0.0	0.05128205128205128	0.07692307692307693	0.0	0.1282051282051282	0.1282051282051282	0.23076923076923078	0.02564102564102564	0.05128205128205128	-8.8380481215	-6.8213622142	-6.8213622142	274.6666666666667	578.7142857142857	403.35714285714283	437.85714285714283	465.53846153846155	8.0	6.4	0.875	3.0			2.7013157894736843	2.227025641025641	2.227025641025641	sentence_eng_Latn
